player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Miguel Ángel Rubio,es ESP,DF,Valladolid,22-347,1998,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
José Ángel,es ESP,DF,Eibar,31-169,1989,2.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
Aritz Arambarri,es ESP,DF,Real Sociedad,23-021,1998,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauro Arambarri,uy URU,MF,Getafe,25-144,1995,22.0,22.0,1961.0,2.0,0.0,0.0,0.0,7.0,0.0,0.09,0.0,0.09,0.09,0.09,21.8,28.0,5.0,17.9,1.29,0.23,0.07,0.4,0.0,35.0,54.0,1.0,35.0,30.0,33.0,0.0,0.0,0.0
Néstor Araujo,mx MEX,DF,Celta Vigo,29-176,1991,22.0,18.0,1705.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,5.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,22.0,4.0,0.0,2.0,22.0,12.0,0.0,0.0,0.0
Ronald Araújo,uy URU,DF,Barcelona,21-351,1999,12.0,11.0,936.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,10.4,5.0,2.0,40.0,0.48,0.19,0.2,0.5,0.0,5.0,13.0,1.0,0.0,9.0,12.0,1.0,0.0,0.0
Anaitz Arbilla,es ESP,DF,Eibar,33-282,1987,20.0,17.0,1563.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,17.4,15.0,1.0,6.7,0.86,0.06,0.0,0.0,0.0,29.0,9.0,0.0,22.0,28.0,15.0,0.0,2.0,0.0
Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,22-051,1999,3.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Arribas,es ESP,FW,Real Madrid,19-144,2001,5.0,0.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.99,0.99,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Sergio Asenjo,es ESP,GK,Villarreal,31-238,1989,23.0,23.0,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
