player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Mauro Valiente,ar ARG,FW,Talleres,19,2000,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Diego Valoyes,co COL,"MF,FW",Talleres,22,1996,14.0,6.0,603.0,1.0,1.0,0.0,0.0,4.0,1.0,0.15,0.15,0.3,0.15,0.3,6.7,19.0,7.0,36.8,2.84,1.04,0.05,0.14,1.0,17.0,18.0,1.0,4.0,3.0,8.0,0.0,0.0,0.0
Joaquín Varela,ar ARG,DF,Godoy Cruz,22,1997,13.0,10.0,784.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,8.7,4.0,0.0,0.0,0.46,0.0,0.0,0.0,1.0,11.0,4.0,0.0,1.0,13.0,8.0,0.0,0.0,0.0
Jesús Vargas,ve VEN,FW,Gimnasia ELP,19,1999,5.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,33.3,3.1,1.03,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Vega,ar ARG,MF,CC Córdoba,25,1993,20.0,20.0,1692.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.11,0.11,0.0,0.11,18.8,15.0,5.0,33.3,0.8,0.27,0.0,0.0,0.0,33.0,22.0,1.0,4.0,27.0,52.0,0.0,0.0,0.0
Alan Velasco,ar ARG,MF,Independiente,17,2002,4.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0
Pablo Velázquez,py PAR,FW,Banfield,32,1987,3.0,2.0,203.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Pablo Velázquez,py PAR,FW,Gimnasia ELP,32,1987,9.0,5.0,518.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,5.8,7.0,3.0,42.9,1.22,0.52,0.14,0.33,0.0,6.0,5.0,6.0,4.0,3.0,5.0,0.0,0.0,0.0
Leandro Vella,ar ARG,"MF,FW",Godoy Cruz,22,1996,14.0,8.0,865.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.21,0.1,0.21,9.6,26.0,7.0,26.9,2.71,0.73,0.04,0.14,0.0,13.0,14.0,1.0,22.0,4.0,6.0,0.0,0.0,0.0
Hugo Vera Oviedo,py PAR,DF,CC Córdoba,28,1991,7.0,7.0,629.0,1.0,0.0,0.0,0.0,5.0,1.0,0.14,0.0,0.14,0.14,0.14,7.0,3.0,1.0,33.3,0.43,0.14,0.33,1.0,1.0,16.0,1.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0
Lucas Vera Piris,ar ARG,MF,Lanús,25,1994,20.0,18.0,1501.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,16.7,19.0,4.0,21.1,1.14,0.24,0.0,0.0,0.0,16.0,24.0,1.0,37.0,22.0,15.0,0.0,0.0,0.0
Fausto Vera,ar ARG,MF,Argentinos Jun,19,2000,14.0,9.0,891.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.0,0.1,0.1,0.1,9.9,16.0,3.0,18.8,1.62,0.3,0.06,0.33,0.0,25.0,4.0,0.0,3.0,28.0,16.0,0.0,0.0,0.0
Matías Vera,ar ARG,DF,Lanús,21,1997,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
Santiago Vergini,ar ARG,DF,San Lorenzo,30,1988,5.0,4.0,342.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0
Gonzalo Verón,ar ARG,FW,Aldosivi,29,1989,16.0,13.0,1069.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.17,0.08,0.17,11.9,11.0,4.0,36.4,0.93,0.34,0.09,0.25,0.0,15.0,21.0,7.0,13.0,5.0,7.0,0.0,0.0,0.0
Lucas Viatri,ar ARG,FW,Colón,32,1987,6.0,3.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,7.0,1.0,14.3,1.85,0.26,0.0,0.0,0.0,4.0,11.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0
Federico Vietto,ar ARG,FW,Patronato,21,1998,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Juan Vieyra,ar ARG,MF,CA Huracán,27,1992,8.0,1.0,239.0,1.0,1.0,0.0,0.0,1.0,0.0,0.38,0.38,0.75,0.38,0.75,2.7,8.0,5.0,62.5,3.01,1.88,0.13,0.2,0.0,4.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0
Alex Vigo,ar ARG,DF,Colón,20,1999,14.0,14.0,1214.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,5.0,1.0,20.0,0.37,0.07,0.0,0.0,0.0,24.0,6.0,0.0,22.0,21.0,31.0,0.0,0.0,0.0
Sebastián Villa,co COL,MF,Boca Juniors,23,1996,17.0,13.0,1151.0,2.0,3.0,0.0,0.0,1.0,1.0,0.16,0.23,0.39,0.16,0.39,12.8,27.0,7.0,25.9,2.11,0.55,0.07,0.29,0.0,26.0,34.0,5.0,78.0,12.0,12.0,0.0,0.0,0.0
Claudio Villagra,ar ARG,FW,Banfield,22,1997,3.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0
Rodrigo Villagra,ar ARG,MF,Rosario Cent,18,2001,1.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Villalba,ar ARG,MF,CC Córdoba,24,1994,6.0,1.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.0,1.0,33.3,1.9,0.63,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0
